ID_Consumidor,Genero,Idoso,Parceiro,Dependentes,Nro_Meses_Cliente_na_Empresa,Servico_Telefone,Muitas_Linhas_Telefone,Servico_Internet,Seguranca_OnLine,Backup_OnLine,Dispositivo_Protecao,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Contrato,Faturamento_Sem_Papel,Metodo_Pagamento,Valor_Mensal,Valor_Total,Rotatividade
8929-KSWIH,M,0,N,N,25,S,N,Fibra_otica,N,N,S,S,S,S,Bi-Anual,N,Transferencia_bancaria,99.3,2513.5,N
2250-IVBWA,M,0,S,S,64,S,N,Fibra_otica,S,S,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,81.05,5135.35,N
1810-MVMAI,M,0,S,S,30,S,S,DSL,S,S,S,S,N,N,Mes-a-mes,N,Cheque_Eletronico ,67.6,2000.2,N
9506-UXUSK,M,0,N,N,13,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,70.15,931.75,N
1229-RCALF,F,0,S,N,64,S,S,Fibra_otica,S,S,S,S,S,S,Anual,S,Cheque_Eletronico ,115.0,7396.15,N
3572-UOLYZ,F,0,N,S,46,S,S,Fibra_otica,N,N,S,S,N,N,Mes-a-mes,S,Transferencia_bancaria,84.8,3958.85,N
1429-UYJSV,F,0,N,N,12,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,19.7,260.9,N
5577-OTWWW,F,0,N,N,15,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Transferencia_bancaria,19.75,297.3,S
6100-QQHEB,M,0,S,S,17,S,S,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,92.55,1515.1,S
6366-XIVKZ,F,0,S,S,13,S,N,DSL,S,N,S,N,N,S,Mes-a-mes,S,Cheque_Fisico,63.15,816.8,N
3470-OBUET,F,0,S,S,67,S,S,DSL,S,S,N,S,S,N,Bi-Anual,N,Cartao_Credito,74.0,4868.4,N
2770-NSVDG,M,0,S,N,24,N,Sem_Telefone,DSL,N,N,S,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,29.1,688.0,N
9375-MHRRS,M,0,N,N,6,S,N,DSL,N,N,N,S,N,N,Mes-a-mes,N,Cheque_Fisico,50.05,288.35,N
2634-HCZGT,M,1,S,N,53,S,S,DSL,S,N,N,S,N,N,Anual,S,Cheque_Eletronico ,60.05,3229.65,S
7503-QQRVF,M,1,S,N,16,S,N,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cartao_Credito,74.3,1178.25,S
4860-YZGZM,M,0,N,N,10,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Eletronico ,20.0,185.4,N
6599-GZWCM,F,0,N,N,13,S,N,Fibra_otica,N,S,N,N,N,N,Anual,S,Cheque_Fisico,74.65,966.25,N
2691-NZETQ,M,0,N,N,9,S,S,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,85.35,758.6,S
4404-HIBDJ,F,0,N,N,25,S,N,DSL,S,S,S,S,S,N,Anual,N,Cheque_Fisico,74.3,1863.8,S
5533-NHFRF,M,1,N,N,7,N,Sem_Telefone,DSL,N,S,N,S,N,S,Mes-a-mes,S,Cheque_Eletronico ,44.4,265.8,N
7037-MTYVW,M,0,S,S,38,S,S,DSL,S,N,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,85.4,3297.0,N
4760-THGOT,F,0,S,N,43,S,S,Fibra_otica,S,S,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,94.1,4107.3,N
7295-JOMMD,F,0,N,S,4,S,N,Fibra_otica,N,N,S,S,S,S,Mes-a-mes,S,Transferencia_bancaria,98.1,396.3,S
4016-BJKTZ,F,0,N,N,25,S,S,Fibra_otica,N,S,S,S,S,S,Bi-Anual,N,Cheque_Eletronico ,108.9,2809.05,N
6584-VQMYT,M,0,N,S,27,S,N,DSL,S,S,N,N,N,N,Anual,N,Cheque_Fisico,56.2,1567.55,N
9838-BFCQT,M,0,S,S,72,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,26.1,1851.45,N
2790-XUYMV,M,0,N,S,71,S,S,Fibra_otica,S,S,N,N,N,N,Anual,S,Cartao_Credito,85.45,6028.95,N
0581-MDMPW,F,0,N,N,24,S,S,Fibra_otica,N,N,S,N,S,N,Mes-a-mes,S,Cartao_Credito,88.95,2072.75,N
5013-SBUIH,F,0,N,N,50,S,S,Fibra_otica,S,S,N,S,S,S,Bi-Anual,S,Cheque_Eletronico ,109.65,5551.15,S
1023-BQXZE,M,0,N,N,57,S,N,DSL,S,N,S,N,S,S,Bi-Anual,S,Transferencia_bancaria,74.35,4317.35,N
9163-GHAYE,F,0,N,N,15,S,N,DSL,N,S,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,48.85,736.8,N
3904-UKFRE,M,0,N,N,4,S,S,Fibra_otica,S,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,80.1,336.15,N
5353-WILCI,F,0,N,N,28,S,N,DSL,S,S,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,56.05,1522.65,N
0709-TVGUR,F,1,N,N,9,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.55,622.9,S
0058-EVZWM,F,0,S,N,55,S,S,Fibra_otica,S,N,N,N,S,N,Mes-a-mes,S,Transferencia_bancaria,89.8,4959.6,N
6023-YEBUP,M,0,N,N,3,S,S,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,100.95,329.95,S
7209-JCUDS,M,0,N,N,10,S,N,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,94.9,1048.85,S
7009-PCARS,M,0,N,S,55,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Transferencia_bancaria,19.1,1001.5,N
0519-DRGTI,F,0,S,S,20,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.35,442.6,N
1017-FBQMM,F,0,S,S,62,S,S,Fibra_otica,N,S,N,S,S,S,Anual,S,Cartao_Credito,106.05,6703.5,N
3001-CBHLQ,M,1,S,N,32,S,S,Fibra_otica,N,N,S,S,S,S,Mes-a-mes,S,Cheque_Eletronico ,104.9,3351.55,S
1985-MBRYP,F,0,N,N,43,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Transferencia_bancaria,19.65,779.25,N
6158-DWPZT,M,0,S,N,9,N,Sem_Telefone,DSL,N,N,N,N,N,N,Anual,N,Transferencia_bancaria,24.1,259.8,S
9372-TXXPS,F,0,S,N,60,S,N,DSL,S,S,N,S,N,N,Bi-Anual,N,Transferencia_bancaria,59.85,3483.45,N
3259-QMXUN,M,0,S,N,58,S,S,DSL,S,S,S,N,S,S,Bi-Anual,S,Cheque_Eletronico ,86.1,4890.5,N
1015-JPFYW,M,0,N,S,7,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,19.45,136.75,N
6645-MXQJT,M,0,S,S,2,S,N,Fibra_otica,S,N,N,N,S,S,Mes-a-mes,N,Cheque_Eletronico ,97.1,184.15,N
4360-QRAVE,M,1,N,N,37,N,Sem_Telefone,DSL,N,S,S,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,36.65,1315.0,N
8433-WPJTV,F,1,S,S,65,S,S,Fibra_otica,N,N,S,S,S,S,Anual,S,Transferencia_bancaria,103.9,6767.1,N
5804-JMYIO,F,0,S,S,39,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.75,757.95,N
3763-GCZHZ,M,0,S,N,66,S,S,Fibra_otica,N,S,N,S,S,S,Anual,S,Cheque_Eletronico ,104.05,6890.0,S
6484-LATFU,M,0,N,N,68,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,24.55,1657.4,N
7599-NTMDP,F,0,S,S,62,N,Sem_Telefone,DSL,S,S,N,S,S,N,Bi-Anual,N,Transferencia_bancaria,48.7,3008.55,N
0772-GYEQQ,M,0,N,N,3,S,N,Fibra_otica,N,N,S,S,S,N,Mes-a-mes,S,Cheque_Fisico,88.35,262.05,S
0536-ACXIP,F,0,S,N,72,S,S,Fibra_otica,S,S,S,N,S,S,Bi-Anual,S,Cheque_Eletronico ,109.55,8165.1,N
0936-NQLJU,F,0,S,N,41,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,20.65,875.55,N
4831-EOBFE,M,0,S,S,29,S,N,Fibra_otica,S,N,N,N,S,S,Mes-a-mes,N,Cartao_Credito,94.65,2649.15,S
1575-KRZZE,F,0,N,N,4,S,N,DSL,S,S,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,55.2,220.65,N
3251-YMVWZ,M,0,N,N,53,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Transferencia_bancaria,24.05,1301.9,N
4102-OQUPX,M,1,S,N,1,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.4,74.4,S
9170-GYZJC,F,0,S,S,41,S,S,DSL,S,S,S,S,N,S,Mes-a-mes,N,Cartao_Credito,79.9,3326.2,S
4884-LEVMQ,M,0,S,N,39,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Transferencia_bancaria,20.45,790.0,N
8857-CUPFQ,M,0,S,N,63,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.25,1237.65,N
7610-TVOPG,M,0,N,N,15,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Eletronico ,26.35,378.6,N
3638-DIMPH,F,0,S,N,13,S,N,DSL,N,N,N,N,N,N,Anual,N,Cheque_Eletronico ,43.8,592.65,N
1845-ZLLIG,M,0,N,N,1,S,N,DSL,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,50.15,50.15,N
8559-WNQZS,M,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,20.45,20.45,N
3999-QGRJH,M,1,N,N,8,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,69.7,560.85,S
1699-UOTXU,M,0,N,N,60,S,N,DSL,S,S,S,N,N,N,Bi-Anual,N,Cheque_Eletronico ,61.4,3638.25,N
2454-RPBRZ,F,1,S,N,12,S,S,Fibra_otica,N,S,S,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,98.1,1060.2,S
0635-WKOLD,M,0,S,N,40,S,S,DSL,N,S,N,S,S,N,Anual,N,Cartao_Credito,70.75,2921.75,N
5993-JSUWV,F,0,N,N,66,S,N,DSL,S,S,S,N,N,N,Bi-Anual,S,Transferencia_bancaria,61.15,4017.45,N
4518-FZBSX,M,0,S,S,42,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,20.25,854.9,N
5387-ASZNZ,F,1,N,N,66,S,S,DSL,S,S,N,S,N,N,Anual,S,Cartao_Credito,63.85,4174.35,N
6988-CJEYV,M,0,N,N,49,S,S,Fibra_otica,N,S,N,N,S,S,Mes-a-mes,N,Cheque_Eletronico ,98.7,4920.55,N
2002-MZHWP,F,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.5,20.5,S
3097-FQTVJ,F,0,N,N,41,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,20.0,810.3,N
5465-BUBFA,F,0,S,S,41,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Transferencia_bancaria,19.3,772.4,N
7299-GNVPL,F,0,S,S,23,S,N,Fibra_otica,S,S,N,S,N,N,Mes-a-mes,N,Cheque_Fisico,84.4,1936.85,N
9743-DQKQW,M,0,N,N,3,N,Sem_Telefone,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,25.1,79.8,N
1215-VFYVK,F,0,N,N,4,N,Sem_Telefone,DSL,S,N,S,S,N,S,Mes-a-mes,N,Cheque_Fisico,48.25,202.25,N
9371-BITHB,F,0,S,S,52,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.85,1070.5,N
2265-CYWIV,F,1,S,N,4,S,S,Fibra_otica,S,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,99.6,347.65,S
9093-FPDLG,F,0,N,N,11,S,N,Fibra_otica,N,S,S,S,N,S,Mes-a-mes,S,Cheque_Eletronico ,94.2,999.9,N
0541-FITGH,F,0,S,N,2,S,N,DSL,S,N,N,N,N,S,Mes-a-mes,S,Cheque_Fisico,62.15,113.1,N
6985-HAYWX,F,0,S,N,26,S,S,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,79.3,2015.8,N
7508-KBIMB,M,0,S,S,24,S,N,DSL,S,N,S,N,N,N,Anual,S,Cartao_Credito,56.25,1454.25,N
6838-HVLXG,F,0,N,N,12,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.3,246.7,N
2277-DJJDL,M,1,S,N,60,S,S,Fibra_otica,N,N,N,S,S,S,Mes-a-mes,S,Cheque_Eletronico ,99.0,6017.9,N
1897-OKVMW,F,0,S,S,64,S,S,DSL,S,S,S,S,S,S,Bi-Anual,S,Cheque_Fisico,90.6,5817.45,N
5485-ITNPC,M,0,S,N,66,S,N,DSL,S,S,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,85.9,5595.3,N
0233-FTHAV,F,0,N,N,60,S,S,Fibra_otica,N,N,S,N,N,N,Anual,S,Transferencia_bancaria,79.2,4765.0,N
4644-PIZRT,M,0,S,S,17,S,S,DSL,S,N,S,N,S,N,Anual,S,Transferencia_bancaria,70.35,1201.65,N
8922-NPKBJ,M,0,S,S,42,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.35,867.3,N
2740-TVLFN,M,0,N,N,1,S,S,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,50.15,50.15,N
7771-CFQRQ,F,0,S,S,47,S,N,DSL,N,S,N,S,N,S,Bi-Anual,N,Transferencia_bancaria,63.8,3007.25,N
9512-PHSMG,F,0,S,N,10,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,20.55,252.75,N
6963-EZQEE,M,1,S,N,70,S,S,DSL,S,S,S,S,S,S,Bi-Anual,S,Cartao_Credito,88.55,6306.5,N
2452-KDRRH,M,1,N,N,67,S,S,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Cartao_Credito,101.4,6841.05,N
2004-OCQXK,F,0,N,N,1,S,N,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,81.95,81.95,S
5027-QPKTE,M,0,S,N,7,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,69.35,451.1,S
4146-SVFUD,M,0,N,N,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,44.6,44.6,N
1564-HJUVY,M,0,N,N,4,S,N,DSL,N,S,N,S,S,N,Mes-a-mes,S,Transferencia_bancaria,63.75,226.2,N
3617-XLSGQ,F,0,S,S,66,S,S,Fibra_otica,S,S,S,N,S,S,Bi-Anual,N,Transferencia_bancaria,109.25,7082.5,N
7517-LDMPS,F,0,N,N,12,S,N,Fibra_otica,N,S,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,84.6,1017.35,N
7244-KXYZN,F,0,N,N,24,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cartao_Credito,20.45,527.35,N
5226-NOZFC,M,0,N,N,26,S,N,Fibra_otica,N,S,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,85.75,2146.5,N
2672-HUYVI,F,0,N,N,6,S,N,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,91.1,455.3,S
1400-WIVLL,M,0,S,N,57,S,S,Fibra_otica,N,N,S,S,S,S,Bi-Anual,N,Cheque_Eletronico ,107.95,5969.85,N
7508-MYBOG,M,0,S,N,14,S,S,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,86.1,1235.55,S
8148-NLEGT,F,0,S,S,42,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Eletronico ,22.95,1014.25,N
0148-DCDOS,M,0,N,N,25,S,S,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Transferencia_bancaria,94.7,2362.1,S
8347-GDTMP,F,0,S,N,64,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,19.45,1225.65,N
9992-RRAMN,M,0,S,N,22,S,S,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,85.1,1873.7,S
6746-WAUWT,M,0,N,N,19,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,S,Cartao_Credito,19.7,386.5,N
0310-MVLET,F,0,S,S,61,S,S,Fibra_otica,N,S,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,99.15,6010.05,S
0428-IKYCP,M,0,S,N,22,S,N,Fibra_otica,N,N,S,N,S,N,Mes-a-mes,S,Transferencia_bancaria,87.0,1850.65,N
4550-VBOFE,M,1,S,N,70,S,S,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,102.95,7101.5,S
2187-PKZAY,M,0,N,N,12,S,N,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,S,Transferencia_bancaria,79.95,1043.4,N
4003-OCTMP,F,0,S,N,31,S,N,DSL,S,N,N,S,N,S,Anual,S,Cheque_Eletronico ,64.0,1910.75,N
6652-YFFJO,F,0,N,N,11,S,N,DSL,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,64.9,716.1,N
7225-IILWY,M,0,S,S,68,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,25.75,1686.15,N
5248-RPYWW,F,1,S,S,72,S,S,DSL,S,S,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,90.15,6716.45,N
7923-IYJWY,M,1,N,N,67,S,S,Fibra_otica,S,S,S,S,S,S,Bi-Anual,S,Cartao_Credito,116.1,7839.85,N
3170-GWYKC,F,0,N,N,60,S,N,Fibra_otica,S,N,S,S,S,S,Mes-a-mes,S,Transferencia_bancaria,104.95,6236.75,N
5696-QURRL,M,0,N,N,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,45.05,45.05,S
7409-KIUTL,F,1,N,S,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,71.0,71.0,S
9830-ECLEN,M,0,S,S,58,N,Sem_Telefone,DSL,S,S,S,N,S,N,Anual,N,Cheque_Fisico,50.0,2919.85,N
1732-VHUBQ,F,1,S,S,47,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,70.55,3309.25,S
0495-RVCBF,F,0,N,N,1,S,N,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,79.7,79.7,S
2668-TZSPS,M,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.45,20.45,N
7854-EDSSA,M,0,N,N,22,S,S,DSL,S,S,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,59.0,1254.7,S
8869-TORSS,F,0,N,N,48,S,N,DSL,S,N,S,S,N,N,Anual,S,Cartao_Credito,60.35,2896.4,S
7446-SFAOA,F,0,S,N,37,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,S,Transferencia_bancaria,19.85,717.5,N
9522-ZSINC,M,0,N,N,13,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,S,Cheque_Eletronico ,19.95,253.8,N
8234-GSZYK,M,0,N,N,43,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Transferencia_bancaria,26.45,1110.05,N
6505-OZNPG,F,0,N,N,6,N,Sem_Telefone,DSL,S,S,S,S,S,S,Bi-Anual,S,Cheque_Fisico,63.4,348.8,N
6164-HAQTX,M,0,N,N,71,N,Sem_Telefone,DSL,S,S,S,S,S,N,Bi-Anual,N,Transferencia_bancaria,53.95,3888.65,N
0679-IDSTG,F,1,S,S,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,69.25,69.25,S
7765-LWVVH,F,0,S,S,72,S,S,Fibra_otica,S,S,N,N,S,N,Bi-Anual,S,Cheque_Eletronico ,95.1,6843.15,N
1658-TJVOA,F,1,N,N,6,S,N,Fibra_otica,S,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.1,450.9,N
0953-LGOVU,M,0,S,S,12,N,Sem_Telefone,DSL,N,S,N,S,N,N,Mes-a-mes,N,Cheque_Fisico,35.5,432.25,N
2115-BFTIW,M,0,N,N,25,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,70.95,1767.35,S
4692-NNQRU,F,0,S,N,21,S,N,Fibra_otica,N,N,S,S,N,N,Anual,N,Cheque_Eletronico ,79.2,1742.45,N
7742-MYPGI,F,0,S,S,6,S,N,DSL,N,N,N,S,N,N,Mes-a-mes,S,Cheque_Fisico,48.8,297.35,N
0611-DFXKO,M,0,S,N,20,S,N,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Fisico,89.0,1820.45,S
7780-OTDSO,M,0,S,N,18,S,S,Fibra_otica,S,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,99.4,1742.95,S
9619-GSATL,F,0,N,N,43,S,N,DSL,N,S,N,S,N,N,Anual,N,Cheque_Eletronico ,55.45,2444.25,N
5622-UEJFI,F,0,S,S,35,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cartao_Credito,25.4,949.8,N
9747-DDZOS,F,0,N,N,1,S,N,Fibra_otica,N,N,S,N,N,N,Mes-a-mes,N,Transferencia_bancaria,73.5,73.5,S
0674-DGMAQ,M,1,S,N,32,S,S,Fibra_otica,N,S,S,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,93.5,2970.8,N
6203-HBZPA,M,0,N,N,52,N,Sem_Telefone,DSL,S,S,S,S,S,S,Bi-Anual,N,Cartao_Credito,63.9,3334.95,N
0484-FFVBJ,M,0,N,N,32,S,N,DSL,N,N,N,N,S,S,Anual,S,Transferencia_bancaria,64.85,2010.95,N
0301-FIDRB,F,0,S,S,72,N,Sem_Telefone,DSL,S,S,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,63.8,4684.3,N
4139-JPIAM,M,0,N,N,51,N,Sem_Telefone,DSL,S,N,N,S,N,S,Mes-a-mes,S,Cartao_Credito,44.45,2181.55,N
2181-TIDSV,M,0,S,S,68,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Transferencia_bancaria,19.95,1303.25,N
2761-XECQW,M,1,S,N,8,N,Sem_Telefone,DSL,N,S,S,N,N,S,Mes-a-mes,S,Cheque_Fisico,43.35,371.4,N
1936-CZAKF,M,0,S,N,49,N,Sem_Telefone,DSL,N,S,N,N,S,S,Bi-Anual,N,Cartao_Credito,49.65,2409.9,N
9453-PATOS,F,0,S,N,72,S,N,DSL,S,S,S,S,S,S,Bi-Anual,N,Cheque_Fisico,85.1,6155.4,N
0564-JJHGS,M,0,N,N,9,S,S,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,95.5,829.1,S
3348-CFRNX,F,0,S,N,28,S,N,Fibra_otica,S,N,N,N,S,S,Mes-a-mes,S,Cheque_Fisico,92.35,2602.9,S
4402-FTBXC,M,0,N,N,54,S,N,Fibra_otica,S,N,S,N,S,N,Mes-a-mes,N,Cheque_Fisico,89.8,4667.0,N
